YEAR,MO,DY,HR,WS50M,recalculated wind speeds for 140m,cut in/out wind speeds applied
2020,7,28,11,8.72,9.442352977,9.442352977
2020,7,28,12,9.06,9.810518116,9.810518116
2020,7,28,13,9.32,10.09205616,10.09205616
2020,7,28,14,9.38,10.15702648,10.15702648
2020,7,28,15,9.34,10.11371294,10.11371294
2020,7,28,16,9.07,9.821346502,9.821346502
2020,7,28,17,8.27,8.955075587,8.955075587
2020,7,28,18,7.69,8.327029173,8.327029173
2020,7,28,19,7.77,8.413656265,8.413656265
2020,7,28,20,7.96,8.619395607,8.619395607
2020,7,28,21,7.61,8.240402082,8.240402082
2020,7,28,22,7.15,7.742296305,7.742296305
2020,7,28,23,6.76,7.319989234,7.319989234
2020,7,29,0,6.21,6.72442798,6.72442798
2020,7,29,1,5.55,6.009754475,6.009754475
2020,7,29,2,5.11,5.533305471,5.533305471
2020,7,29,3,4.73,5.121826787,5.121826787
2020,7,29,4,4.45,4.818631966,4.818631966
2020,7,29,5,3.76,4.071473302,4.071473302
2020,7,29,6,2.9,3.140232068,3.140232068
2020,7,29,7,2.91,3.151060454,3.151060454
2020,7,29,8,2.63,2.847865634,2.847865634
2020,7,29,9,2.61,2.826208861,2.826208861
2020,7,29,10,3,3.248515932,3.248515932
2020,7,29,11,3.47,3.757450095,3.757450095
2020,7,29,12,3.88,4.201413939,4.201413939
2020,7,29,13,4.29,4.645377783,4.645377783
2020,7,29,14,4.62,5.002714536,5.002714536
2020,7,29,15,4.87,5.273424197,5.273424197
2020,7,29,16,4.93,5.338394515,5.338394515
2020,7,29,17,4.99,5.403364834,5.403364834
2020,7,29,18,5.44,5.890642224,5.890642224
2020,7,29,19,6.23,6.746084753,6.746084753
2020,7,29,20,6.5,7.038451187,7.038451187
2020,7,29,21,6.2,6.713599594,6.713599594
2020,7,29,22,5.76,6.23715059,6.23715059
2020,7,29,23,5.35,5.793186746,5.793186746
2020,7,30,0,4.92,5.327566129,5.327566129
2020,7,30,1,4.38,4.742833261,4.742833261
2020,7,30,2,3.82,4.136443621,4.136443621
2020,7,30,3,3.35,3.627509458,3.627509458
2020,7,30,4,3.04,3.291829478,3.291829478
2020,7,30,5,2.98,3.226859159,3.226859159
2020,7,30,6,2.88,3.118575295,3.118575295
2020,7,30,7,3.12,3.37845657,3.37845657
2020,7,30,8,3.61,3.909047505,3.909047505
2020,7,30,9,3.67,3.974017824,3.974017824
2020,7,30,10,3.63,3.930704278,3.930704278
2020,7,30,11,3.68,3.98484621,3.98484621
2020,7,30,12,3.69,3.995674597,3.995674597
2020,7,30,13,3.66,3.963189437,3.963189437
2020,7,30,14,3.76,4.071473302,4.071473302
2020,7,30,15,4.06,4.396324895,4.396324895
2020,7,30,16,4.45,4.818631966,4.818631966
2020,7,30,17,4.87,5.273424197,5.273424197
2020,7,30,18,5.74,6.215493817,6.215493817
2020,7,30,19,7.25,7.85058017,7.85058017
2020,7,30,20,8.77,9.496494909,9.496494909
2020,7,30,21,9.59,10.3844226,10.3844226
2020,7,30,22,9.79,10.60099033,10.60099033
2020,7,30,23,9.73,10.53602001,10.53602001
2020,7,31,0,9.64,10.43856453,10.43856453
2020,7,31,1,9.55,10.34110905,10.34110905
2020,7,31,2,9.49,10.27613873,10.27613873
2020,7,31,3,9.39,10.16785487,10.16785487
2020,7,31,4,9.19,9.951287139,9.951287139
2020,7,31,5,8.38,9.074187838,9.074187838
2020,7,31,6,6.99,7.569042122,7.569042122
2020,7,31,7,6.14,6.648629275,6.648629275
2020,7,31,8,5.93,6.42123316,6.42123316
2020,7,31,9,6.73,7.287504075,7.287504075
2020,7,31,10,7.39,8.00217758,8.00217758
2020,7,31,11,8.12,8.79264979,8.79264979
2020,7,31,12,8.33,9.020045905,9.020045905
2020,7,31,13,8.37,9.063359451,9.063359451
2020,7,31,14,8.93,9.669749092,9.669749092
2020,7,31,15,10.13,10.96915546,10.96915546
2020,7,31,16,9.6,10.39525098,10.39525098
2020,7,31,17,7.46,8.077976285,8.077976285
2020,7,31,18,6.27,6.789398299,6.789398299
2020,7,31,19,7.04,7.623184055,7.623184055
2020,7,31,20,7.9,8.554425289,8.554425289
2020,7,31,21,8.31,8.998389133,8.998389133
2020,7,31,22,8.35,9.041702678,9.041702678
2020,7,31,23,7.9,8.554425289,8.554425289
2020,8,1,0,7.46,8.077976285,8.077976285
2020,8,1,1,7.41,8.023834353,8.023834353
2020,8,1,2,7.38,7.991349194,7.991349194
2020,8,1,3,6.85,7.417444712,7.417444712
2020,8,1,4,6.43,6.962652482,6.962652482
2020,8,1,5,5.69,6.161351885,6.161351885
2020,8,1,6,5.5,5.955612543,5.955612543
2020,8,1,7,5.49,5.944784156,5.944784156
2020,8,1,8,5.66,6.128866726,6.128866726
2020,8,1,9,6.11,6.616144116,6.616144116
2020,8,1,10,6.7,7.255018916,7.255018916
2020,8,1,11,7.31,7.915550488,7.915550488
2020,8,1,12,7.87,8.521940129,8.521940129
2020,8,1,13,8.28,8.965903973,8.965903973
2020,8,1,14,8.5,9.204128475,9.204128475
2020,8,1,15,8.77,9.496494909,9.496494909
2020,8,1,16,8.86,9.593950387,9.593950387
2020,8,1,17,8.49,9.193300089,9.193300089
2020,8,1,18,8,8.662709153,8.662709153
2020,8,1,19,7.87,8.521940129,8.521940129
2020,8,1,20,7.83,8.478626583,8.478626583
2020,8,1,21,7.83,8.478626583,8.478626583
2020,8,1,22,7.78,8.424484651,8.424484651
2020,8,1,23,7.67,8.3053724,8.3053724
2020,8,2,0,7.54,8.164603377,8.164603377
2020,8,2,1,7.21,7.807266624,7.807266624
2020,8,2,2,6.98,7.558213736,7.558213736
2020,8,2,3,6.75,7.309160848,7.309160848
2020,8,2,4,6.58,7.125078278,7.125078278
2020,8,2,5,5.76,6.23715059,6.23715059
2020,8,2,6,5.67,6.139695112,6.139695112
2020,8,2,7,5.61,6.074724793,6.074724793
2020,8,2,8,5.69,6.161351885,6.161351885
2020,8,2,9,5.92,6.410404773,6.410404773
2020,8,2,10,6.2,6.713599594,6.713599594
2020,8,2,11,6.46,6.995137641,6.995137641
2020,8,2,12,6.74,7.298332461,7.298332461
2020,8,2,13,6.91,7.482415031,7.482415031
2020,8,2,14,7.07,7.655669214,7.655669214
2020,8,2,15,7.32,7.926378875,7.926378875
2020,8,2,16,7.54,8.164603377,8.164603377
2020,8,2,17,7.58,8.207916922,8.207916922
2020,8,2,18,7.57,8.197088536,8.197088536
2020,8,2,19,7.42,8.034662739,8.034662739
2020,8,2,20,7.02,7.601527282,7.601527282
2020,8,2,21,6.79,7.352474394,7.352474394
2020,8,2,22,6.79,7.352474394,7.352474394
2020,8,2,23,6.83,7.395787939,7.395787939
2020,8,3,0,6.63,7.17922021,7.17922021
2020,8,3,1,6.3,6.821883458,6.821883458
2020,8,3,2,5.94,6.432061546,6.432061546
2020,8,3,3,5.72,6.193837044,6.193837044
2020,8,3,4,5.76,6.23715059,6.23715059
2020,8,3,5,5.68,6.150523499,6.150523499
2020,8,3,6,5.83,6.312949295,6.312949295
2020,8,3,7,5.91,6.399576387,6.399576387
2020,8,3,8,5.68,6.150523499,6.150523499
2020,8,3,9,5.27,5.706559654,5.706559654
2020,8,3,10,4.86,5.26259581,5.26259581
2020,8,3,11,4.6,4.981057763,4.981057763
2020,8,3,12,4.57,4.948572604,4.948572604
2020,8,3,13,4.51,4.883602285,4.883602285
2020,8,3,14,4.33,4.688691329,4.688691329
2020,8,3,15,4.48,4.851117126,4.851117126
2020,8,3,16,4.4,4.764490034,4.764490034
2020,8,3,17,4.36,4.721176488,4.721176488
2020,8,3,18,4.53,4.905259058,4.905259058
2020,8,3,19,5.26,5.695731268,5.695731268
2020,8,3,20,5.62,6.08555318,6.08555318
2020,8,3,21,5.32,5.760701587,5.760701587
2020,8,3,22,4.64,5.024371309,5.024371309
2020,8,3,23,3.94,4.266384258,4.266384258
2020,8,4,0,3.58,3.876562346,3.876562346
2020,8,4,1,3.67,3.974017824,3.974017824
2020,8,4,2,3.79,4.103958461,4.103958461
2020,8,4,3,3.93,4.255555871,4.255555871
2020,8,4,4,4.21,4.558750692,4.558750692
2020,8,4,5,4.19,4.537093919,4.537093919
2020,8,4,6,3.89,4.212242326,4.212242326
2020,8,4,7,3.9,4.223070712,4.223070712
2020,8,4,8,4.36,4.721176488,4.721176488
2020,8,4,9,5.32,5.760701587,5.760701587
2020,8,4,10,6.55,7.092593119,7.092593119
2020,8,4,11,7.69,8.327029173,8.327029173
2020,8,4,12,8.33,9.020045905,9.020045905
2020,8,4,13,8.41,9.106672997,9.106672997
2020,8,4,14,8.3,8.987560746,8.987560746
2020,8,4,15,8.42,9.117501383,9.117501383
2020,8,4,16,8.74,9.46400975,9.46400975
2020,8,4,17,8.95,9.691405865,9.691405865
2020,8,4,18,8.6,9.312412339,9.312412339
2020,8,4,19,8.05,8.716851085,8.716851085
2020,8,4,20,7.96,8.619395607,8.619395607
2020,8,4,21,7.88,8.532768516,8.532768516
2020,8,4,22,7.83,8.478626583,8.478626583
2020,8,4,23,7.88,8.532768516,8.532768516
2020,8,5,0,7.94,8.597738834,8.597738834
2020,8,5,1,7.94,8.597738834,8.597738834
2020,8,5,2,7.87,8.521940129,8.521940129
2020,8,5,3,7.73,8.370342719,8.370342719
2020,8,5,4,7.7,8.33785756,8.33785756
2020,8,5,5,7.17,7.763953078,7.763953078
2020,8,5,6,7.3,7.904722102,7.904722102
2020,8,5,7,7.93,8.586910448,8.586910448
2020,8,5,8,8.72,9.442352977,9.442352977
2020,8,5,9,9.55,10.34110905,10.34110905
2020,8,5,10,10.27,11.12075288,11.12075288
2020,8,5,11,10.63,11.51057479,11.51057479
2020,8,5,12,10.85,11.74879929,11.74879929
2020,8,5,13,10.92,11.82459799,11.82459799
2020,8,5,14,10.86,11.75962768,11.75962768
2020,8,5,15,10.71,11.59720188,11.59720188
2020,8,5,16,10.18,11.0232974,11.0232974
2020,8,5,17,9.08,9.832174889,9.832174889
2020,8,5,18,7.21,7.807266624,7.807266624
2020,8,5,19,6.51,7.049279573,7.049279573
2020,8,5,20,6.49,7.0276228,7.0276228
2020,8,5,21,6.57,7.114249892,7.114249892
2020,8,5,22,6.8,7.36330278,7.36330278
2020,8,5,23,6.41,6.940995709,6.940995709
2020,8,6,0,6.12,6.626972502,6.626972502
2020,8,6,1,6.04,6.54034541,6.54034541
2020,8,6,2,5.87,6.356262841,6.356262841
2020,8,6,3,5.79,6.269635749,6.269635749
2020,8,6,4,5.56,6.020582861,6.020582861
2020,8,6,5,5.05,5.468335153,5.468335153
2020,8,6,6,4.6,4.981057763,4.981057763
2020,8,6,7,4.73,5.121826787,5.121826787
2020,8,6,8,4.9,5.305909356,5.305909356
2020,8,6,9,4.83,5.230110651,5.230110651
2020,8,6,10,4.76,5.154311946,5.154311946
2020,8,6,11,4.76,5.154311946,5.154311946
2020,8,6,12,4.79,5.186797105,5.186797105
2020,8,6,13,4.7,5.089341627,5.089341627
2020,8,6,14,4.43,4.796975193,4.796975193
2020,8,6,15,4,4.331354576,4.331354576
2020,8,6,16,3.46,3.746621709,3.746621709
2020,8,6,17,2.92,3.161888841,3.161888841
2020,8,6,18,2.58,2.793723702,2.793723702
2020,8,6,19,2.31,2.501357268,2.501357268
2020,8,6,20,2.22,2.40390179,2.40390179
2020,8,6,21,2.38,2.577155973,2.577155973
2020,8,6,22,2.7,2.923664339,2.923664339
2020,8,6,23,3.06,3.313486251,3.313486251
2020,8,7,0,3.23,3.49756882,3.49756882
2020,8,7,1,3.2,3.465083661,3.465083661
2020,8,7,2,3.04,3.291829478,3.291829478
2020,8,7,3,2.92,3.161888841,3.161888841
2020,8,7,4,2.91,3.151060454,3.151060454
2020,8,7,5,2.97,3.216030773,3.216030773
2020,8,7,6,2.85,3.086090136,3.086090136
2020,8,7,7,2.63,2.847865634,2.847865634
2020,8,7,8,2.56,2.772066929,2.772066929
2020,8,7,9,2.92,3.161888841,3.161888841
2020,8,7,10,3.39,3.670823004,3.670823004
2020,8,7,11,3.85,4.16892878,4.16892878
2020,8,7,12,4.26,4.612892624,4.612892624
2020,8,7,13,4.64,5.024371309,5.024371309
2020,8,7,14,4.94,5.349222902,5.349222902
2020,8,7,15,4.99,5.403364834,5.403364834
2020,8,7,16,4.36,4.721176488,4.721176488
2020,8,7,17,3.15,3.410941729,3.410941729
2020,8,7,18,2.26,2.447215336,2.447215336
2020,8,7,19,3.59,3.887390732,3.887390732
2020,8,7,20,4.45,4.818631966,4.818631966
2020,8,7,21,3.18,3.443426888,3.443426888
2020,8,7,22,1.19,1.288577986,0
2020,8,7,23,2.53,2.73958177,2.73958177
2020,8,8,0,4.16,4.50460876,4.50460876
2020,8,8,1,4.08,4.417981668,4.417981668
2020,8,8,2,3.82,4.136443621,4.136443621
2020,8,8,3,3.08,3.335143024,3.335143024
2020,8,8,4,1.96,2.122363742,2.122363742
2020,8,8,5,2.09,2.263132766,2.263132766
2020,8,8,6,3.16,3.421770115,3.421770115
2020,8,8,7,3.82,4.136443621,4.136443621
2020,8,8,8,4.4,4.764490034,4.764490034
2020,8,8,9,4.75,5.14348356,5.14348356
2020,8,8,10,4.91,5.316737743,5.316737743
2020,8,8,11,4.94,5.349222902,5.349222902
2020,8,8,12,4.98,5.392536448,5.392536448
2020,8,8,13,5.07,5.489991926,5.489991926
2020,8,8,14,5.27,5.706559654,5.706559654
2020,8,8,15,5.67,6.139695112,6.139695112
2020,8,8,16,6.09,6.594487343,6.594487343
2020,8,8,17,6.48,7.016794414,7.016794414
2020,8,8,18,7.26,7.861408556,7.861408556
2020,8,8,19,8.13,8.803478177,8.803478177
2020,8,8,20,8.41,9.106672997,9.106672997
2020,8,8,21,8.24,8.922590428,8.922590428
2020,8,8,22,7.94,8.597738834,8.597738834
2020,8,8,23,7.62,8.251230468,8.251230468
2020,8,9,0,7.3,7.904722102,7.904722102
2020,8,9,1,7.12,7.709811146,7.709811146
2020,8,9,2,7.08,7.6664976,7.6664976
2020,8,9,3,6.98,7.558213736,7.558213736
2020,8,9,4,6.66,7.21170537,7.21170537
2020,8,9,5,6.49,7.0276228,7.0276228
2020,8,9,6,6.29,6.811055071,6.811055071
2020,8,9,7,6.07,6.57283057,6.57283057
2020,8,9,8,6,6.497031865,6.497031865
2020,8,9,9,6.12,6.626972502,6.626972502
2020,8,9,10,6.63,7.17922021,7.17922021
2020,8,9,11,7.13,7.720639533,7.720639533
2020,8,9,12,7.31,7.915550488,7.915550488
2020,8,9,13,7.3,7.904722102,7.904722102
2020,8,9,14,6.94,7.51490019,7.51490019
2020,8,9,15,6.51,7.049279573,7.049279573
2020,8,9,16,6.37,6.897682163,6.897682163
2020,8,9,17,6.5,7.038451187,7.038451187
2020,8,9,18,6.94,7.51490019,7.51490019
2020,8,9,19,7.62,8.251230468,8.251230468
2020,8,9,20,7.9,8.554425289,8.554425289
2020,8,9,21,7.83,8.478626583,8.478626583
2020,8,9,22,7.67,8.3053724,8.3053724
2020,8,9,23,7.15,7.742296305,7.742296305
2020,8,10,0,6.97,7.547385349,7.547385349
2020,8,10,1,6.87,7.439101485,7.439101485
2020,8,10,2,6.94,7.51490019,7.51490019
2020,8,10,3,6.93,7.504071804,7.504071804
2020,8,10,4,6.73,7.287504075,7.287504075
2020,8,10,5,6.37,6.897682163,6.897682163
2020,8,10,6,5.54,5.998926088,5.998926088
2020,8,10,7,5.27,5.706559654,5.706559654
2020,8,10,8,5.08,5.500820312,5.500820312
2020,8,10,9,4.9,5.305909356,5.305909356
2020,8,10,10,5.05,5.468335153,5.468335153
2020,8,10,11,5.39,5.836500292,5.836500292
2020,8,10,12,5.4,5.847328678,5.847328678
2020,8,10,13,5.01,5.425021607,5.425021607
2020,8,10,14,4.43,4.796975193,4.796975193
2020,8,10,15,3.83,4.147272007,4.147272007
2020,8,10,16,3.51,3.800763641,3.800763641
2020,8,10,17,3.56,3.854905573,3.854905573
2020,8,10,18,3.9,4.223070712,4.223070712
2020,8,10,19,4.37,4.732004875,4.732004875
2020,8,10,20,4.3,4.65620617,4.65620617
2020,8,10,21,3.7,4.006502983,4.006502983
2020,8,10,22,2.83,3.064433363,3.064433363
2020,8,10,23,1.97,2.133192129,2.133192129
2020,8,11,0,1.51,1.635086353,1.635086353
2020,8,11,1,1.86,2.014079878,2.014079878
2020,8,11,2,2.48,2.685439837,2.685439837
2020,8,11,3,2.83,3.064433363,3.064433363
2020,8,11,4,2.88,3.118575295,3.118575295
2020,8,11,5,2.79,3.021119817,3.021119817
2020,8,11,6,2.47,2.674611451,2.674611451
2020,8,11,7,2.06,2.230647607,2.230647607
2020,8,11,8,1.74,1.884139241,1.884139241
2020,8,11,9,1.18,1.2777496,0
2020,8,11,10,1.28,1.386033464,0
2020,8,11,11,1.8,1.949109559,1.949109559
2020,8,11,12,2.34,2.533842427,2.533842427
2020,8,11,13,2.63,2.847865634,2.847865634
2020,8,11,14,2.69,2.912835953,2.912835953
2020,8,11,15,2.62,2.837037248,2.837037248
2020,8,11,16,2.58,2.793723702,2.793723702
2020,8,11,17,2.61,2.826208861,2.826208861
2020,8,11,18,3.18,3.443426888,3.443426888
2020,8,11,19,4.01,4.342182963,4.342182963
2020,8,11,20,4.68,5.067684854,5.067684854
2020,8,11,21,4.93,5.338394515,5.338394515
2020,8,11,22,4.91,5.316737743,5.316737743
2020,8,11,23,5.22,5.652417722,5.652417722
2020,8,12,0,5.88,6.367091227,6.367091227
2020,8,12,1,5.4,5.847328678,5.847328678
2020,8,12,2,3.92,4.244727485,4.244727485
2020,8,12,3,3.2,3.465083661,3.465083661
2020,8,12,4,3.25,3.519225593,3.519225593
2020,8,12,5,3.51,3.800763641,3.800763641
2020,8,12,6,3.75,4.060644915,4.060644915
2020,8,12,7,3.79,4.103958461,4.103958461
2020,8,12,8,4.11,4.450466827,4.450466827
2020,8,12,9,4.26,4.612892624,4.612892624
2020,8,12,10,4.31,4.667034556,4.667034556
2020,8,12,11,4.16,4.50460876,4.50460876
2020,8,12,12,3.92,4.244727485,4.244727485
2020,8,12,13,3.92,4.244727485,4.244727485
2020,8,12,14,4.16,4.50460876,4.50460876
2020,8,12,15,4.4,4.764490034,4.764490034
2020,8,12,16,4.42,4.786146807,4.786146807
2020,8,12,17,4.27,4.62372101,4.62372101
2020,8,12,18,3.81,4.125615234,4.125615234
2020,8,12,19,3.51,3.800763641,3.800763641
2020,8,12,20,3.5,3.789935254,3.789935254
2020,8,12,21,3.6,3.898219119,3.898219119
2020,8,12,22,4.35,4.710348102,4.710348102
2020,8,12,23,5.16,5.587447404,5.587447404
2020,8,13,0,5.36,5.804015132,5.804015132
2020,8,13,1,5.52,5.977269316,5.977269316
2020,8,13,2,5.56,6.020582861,6.020582861
2020,8,13,3,5.56,6.020582861,6.020582861
2020,8,13,4,5.73,6.204665431,6.204665431
2020,8,13,5,5.59,6.053068021,6.053068021
2020,8,13,6,4.64,5.024371309,5.024371309
2020,8,13,7,3.77,4.082301688,4.082301688
2020,8,13,8,3.38,3.659994617,3.659994617
2020,8,13,9,2.88,3.118575295,3.118575295
2020,8,13,10,2.59,2.804552088,2.804552088
2020,8,13,11,2.58,2.793723702,2.793723702
2020,8,13,12,2.72,2.945321112,2.945321112
2020,8,13,13,2.95,3.194374,3.194374
2020,8,13,14,3.31,3.584195912,3.584195912
2020,8,13,15,3.43,3.714136549,3.714136549
2020,8,13,16,3.08,3.335143024,3.335143024
2020,8,13,17,2.25,2.436386949,2.436386949
2020,8,13,18,1.28,1.386033464,0
2020,8,13,19,0.5,0.541419322,0
2020,8,13,20,0.4,0.433135458,0
2020,8,13,21,1.23,1.331891532,0
2020,8,13,22,1.98,2.144020515,2.144020515
2020,8,13,23,2.46,2.663783065,2.663783065
2020,8,14,0,2.67,2.89117918,2.89117918
2020,8,14,1,2.66,2.880350793,2.880350793
2020,8,14,2,2.68,2.902007566,2.902007566
2020,8,14,3,2.71,2.934492726,2.934492726
2020,8,14,4,2.68,2.902007566,2.902007566
2020,8,14,5,2.62,2.837037248,2.837037248
2020,8,14,6,2.15,2.328103085,2.328103085
2020,8,14,7,1.28,1.386033464,0
2020,8,14,8,0.79,0.855442529,0
2020,8,14,9,0.63,0.682188346,0
2020,8,14,10,0.69,0.747158664,0
2020,8,14,11,0.85,0.920412847,0
2020,8,14,12,0.88,0.952898007,0
2020,8,14,13,0.81,0.877099302,0
2020,8,14,14,0.81,0.877099302,0
2020,8,14,15,0.78,0.844614142,0
2020,8,14,16,0.97,1.050353485,0
2020,8,14,17,1.22,1.321063146,0
2020,8,14,18,1.52,1.645914739,1.645914739
2020,8,14,19,1.77,1.9166244,1.9166244
2020,8,14,20,1.98,2.144020515,2.144020515
2020,8,14,21,2,2.165677288,2.165677288
2020,8,14,22,1.76,1.905796014,1.905796014
2020,8,14,23,1.39,1.505145715,1.505145715
2020,8,15,0,1.02,1.104495417,0
2020,8,15,1,0.72,0.779643824,0
2020,8,15,2,0.58,0.628046414,0
2020,8,15,3,0.71,0.768815437,0
2020,8,15,4,0.9,0.97455478,0
2020,8,15,5,1.11,1.201950895,0
2020,8,15,6,1.23,1.331891532,0
2020,8,15,7,1.26,1.364376692,0
2020,8,15,8,1.2,1.299406373,0
2020,8,15,9,1.45,1.570116034,1.570116034
2020,8,15,10,1.84,1.992423105,1.992423105
2020,8,15,11,2.12,2.295617926,2.295617926
2020,8,15,12,2.25,2.436386949,2.436386949
2020,8,15,13,2.25,2.436386949,2.436386949
2020,8,15,14,2.59,2.804552088,2.804552088
2020,8,15,15,3.37,3.649166231,3.649166231
2020,8,15,16,3.79,4.103958461,4.103958461
2020,8,15,17,3.44,3.724964936,3.724964936
2020,8,15,18,2.85,3.086090136,3.086090136
2020,8,15,19,2.57,2.782895315,2.782895315
2020,8,15,20,2.26,2.447215336,2.447215336
2020,8,15,21,1.54,1.667571512,1.667571512
2020,8,15,22,0.98,1.061181871,0
2020,8,15,23,1.57,1.700056671,1.700056671
2020,8,16,0,2.09,2.263132766,2.263132766
2020,8,16,1,2.2,2.382245017,2.382245017
2020,8,16,2,2.47,2.674611451,2.674611451
2020,8,16,3,2.67,2.89117918,2.89117918
2020,8,16,4,2.43,2.631297905,2.631297905
2020,8,16,5,1.86,2.014079878,2.014079878
2020,8,16,6,1.61,1.743370217,1.743370217
2020,8,16,7,1.61,1.743370217,1.743370217
2020,8,16,8,1.59,1.721713444,1.721713444
2020,8,16,9,1.23,1.331891532,0
2020,8,16,10,0.89,0.963726393,0
2020,8,16,11,0.65,0.703845119,0
2020,8,16,12,0.75,0.812128983,0
2020,8,16,13,1.36,1.472660556,0
2020,8,16,14,1.56,1.689228285,1.689228285
2020,8,16,15,1.11,1.201950895,0
2020,8,16,16,1.11,1.201950895,0
2020,8,16,17,1.13,1.223607668,0
2020,8,16,18,1.09,1.180294122,0
2020,8,16,19,1,1.082838644,0
2020,8,16,20,0.96,1.039525098,0
2020,8,16,21,1.06,1.147808963,0
2020,8,16,22,1.35,1.46183217,0
2020,8,16,23,1.76,1.905796014,1.905796014
2020,8,17,0,2.36,2.5554992,2.5554992
2020,8,17,1,2.9,3.140232068,3.140232068
2020,8,17,2,3.34,3.616681071,3.616681071
2020,8,17,3,3.57,3.865733959,3.865733959
2020,8,17,4,3.76,4.071473302,4.071473302
2020,8,17,5,4.03,4.363839736,4.363839736
2020,8,17,6,3.96,4.288041031,4.288041031
2020,8,17,7,4.1,4.439638441,4.439638441
2020,8,17,8,4.47,4.840288739,4.840288739
2020,8,17,9,4.65,5.035199695,5.035199695
2020,8,17,10,4.87,5.273424197,5.273424197
2020,8,17,11,5.18,5.609104177,5.609104177
2020,8,17,12,5.57,6.031411248,6.031411248
2020,8,17,13,6.06,6.562002183,6.562002183
2020,8,17,14,6.54,7.081764733,7.081764733
2020,8,17,15,6.89,7.460758258,7.460758258
2020,8,17,16,7.19,7.785609851,7.785609851
2020,8,17,17,7.25,7.85058017,7.85058017
2020,8,17,18,6.95,7.525728577,7.525728577
2020,8,17,19,7.12,7.709811146,7.709811146
2020,8,17,20,7.26,7.861408556,7.861408556
2020,8,17,21,7.27,7.872236943,7.872236943
2020,8,17,22,7.4,8.013005966,8.013005966
2020,8,17,23,7.48,8.099633058,8.099633058
2020,8,18,0,7.36,7.969692421,7.969692421
2020,8,18,1,7.21,7.807266624,7.807266624
2020,8,18,2,7.01,7.590698895,7.590698895
2020,8,18,3,6.88,7.449929872,7.449929872
2020,8,18,4,6.91,7.482415031,7.482415031
2020,8,18,5,6.86,7.428273099,7.428273099
2020,8,18,6,6.45,6.984309255,6.984309255
2020,8,18,7,6.49,7.0276228,7.0276228
2020,8,18,8,6.53,7.070936346,7.070936346
2020,8,18,9,6.82,7.384959553,7.384959553
2020,8,18,10,7.34,7.948035648,7.948035648
2020,8,18,11,7.88,8.532768516,8.532768516
2020,8,18,12,8.36,9.052531065,9.052531065
2020,8,18,13,8.7,9.420696204,9.420696204
2020,8,18,14,8.71,9.43152459,9.43152459
2020,8,18,15,8.39,9.085016224,9.085016224
2020,8,18,16,7.92,8.576082061,8.576082061
2020,8,18,17,7.22,7.818095011,7.818095011
2020,8,18,18,6.03,6.529517024,6.529517024
2020,8,18,19,5.65,6.118038339,6.118038339
2020,8,18,20,5.53,5.988097702,5.988097702
2020,8,18,21,5.29,5.728216427,5.728216427
2020,8,18,22,4.97,5.381708061,5.381708061
2020,8,18,23,4.79,5.186797105,5.186797105
2020,8,19,0,4.97,5.381708061,5.381708061
2020,8,19,1,5.52,5.977269316,5.977269316
2020,8,19,2,6.37,6.897682163,6.897682163
2020,8,19,3,6.79,7.352474394,7.352474394
2020,8,19,4,6.8,7.36330278,7.36330278
2020,8,19,5,6.84,7.406616326,7.406616326
2020,8,19,6,6.72,7.276675688,7.276675688
2020,8,19,7,6.44,6.973480868,6.973480868
2020,8,19,8,7.04,7.623184055,7.623184055
2020,8,19,9,8.82,9.550636841,9.550636841
2020,8,19,10,10.09,10.92584192,10.92584192
2020,8,19,11,10.98,11.88956831,11.88956831
2020,8,19,12,11.64,12.60424182,12.60424182
2020,8,19,13,11.77,12.74501084,12.74501084
2020,8,19,14,11.68,12.64755536,12.64755536
2020,8,19,15,11.32,12.25773345,12.25773345
2020,8,19,16,10.46,11.32649222,11.32649222
2020,8,19,17,9.56,10.35193744,10.35193744
2020,8,19,18,9.15,9.907973594,9.907973594
2020,8,19,19,9,9.745547797,9.745547797
2020,8,19,20,8.84,9.572293614,9.572293614
2020,8,19,21,9.42,10.20034003,10.20034003
2020,8,19,22,10.76,11.65134381,11.65134381
2020,8,19,23,10.05,10.88252837,10.88252837
2020,8,20,0,9.42,10.20034003,10.20034003
2020,8,20,1,10.36,11.21820835,11.21820835
2020,8,20,2,11.65,12.6150702,12.6150702
2020,8,20,3,11.02,11.93288186,11.93288186
2020,8,20,4,8.6,9.312412339,9.312412339
2020,8,20,5,6.61,7.157563438,7.157563438
2020,8,20,6,4.86,5.26259581,5.26259581
2020,8,20,7,4.89,5.29508097,5.29508097
2020,8,20,8,6.43,6.962652482,6.962652482
2020,8,20,9,7.65,8.283715627,8.283715627
2020,8,20,10,8.2,8.879276882,8.879276882
2020,8,20,11,8.42,9.117501383,9.117501383
2020,8,20,12,8.23,8.911762041,8.911762041
2020,8,20,13,7.95,8.608567221,8.608567221
2020,8,20,14,7.67,8.3053724,8.3053724
2020,8,20,15,7.47,8.088804672,8.088804672
2020,8,20,16,7.06,7.644840827,7.644840827
2020,8,20,17,5.84,6.323777682,6.323777682
2020,8,20,18,4.53,4.905259058,4.905259058
2020,8,20,19,5.03,5.44667838,5.44667838
2020,8,20,20,6.52,7.06010796,7.06010796
2020,8,20,21,7.99,8.651880766,8.651880766
2020,8,20,22,9.41,10.18951164,10.18951164
2020,8,20,23,10.29,11.14240965,11.14240965
