ALLSKY_SFC_SW_DWN (Wh/m^2),Solar Zenith Angle (Degrees) ,Solar Zenith Angle (Degrees) REMOVED IF >85º,optimiced_moving_solar_ALLSKY_SFC_SW_DWN (Wh/m^2)
579.4,48.09,48.09,867.4140262
542.21,53.73,53.73,916.5283024
428.62,61.32,61.32,893.1122344
276.84,70.08,70.08,812.5438838
122.6,79.42,79.42,667.7260591
17.02,88.21,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
85,81.6,81.6,581.8608831
213.56,72.66,72.66,716.5448679
353.73,63.64,63.64,796.6717017
538.23,55.59,55.59,952.4323468
671.41,49.23,49.23,1028.154927
739.12,45.41,45.41,1052.834344
757.63,44.88,44.88,1069.213612
709.17,47.75,47.75,1054.736778
625.13,53.43,53.43,1049.220112
485.82,61.05,61.05,1003.664555
318.63,69.82,69.82,923.6439758
136.38,79.17,79.17,725.8285471
16.9,88.05,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
7.94,89.37,0,0
100.09,81.78,81.78,700.0552864
275.2,72.32,72.32,906.1558979
439.73,63.29,63.29,978.3193362
579.34,55.23,55.23,1015.880632
681.28,48.84,48.84,1035.121922
729.41,45.02,45.02,1031.901779
709.79,44.51,44.51,995.3190647
672.03,47.41,47.41,993.0291781
581.16,53.12,53.12,968.372358
452.1,60.77,60.77,925.8336718
287.04,69.57,69.57,822.3163097
128.27,78.93,78.93,668.0446065
17.49,87.89,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
6.29,89.24,0,0
59.82,81.45,81.45,402.3610728
173.01,71.98,71.98,559.2713217
345.3,62.95,62.95,759.2884584
503.07,54.87,54.87,874.2451588
656.5,48.47,48.47,990.1779929
741.44,44.64,44.64,1042.027861
756.98,44.13,44.13,1054.639546
694.84,47.07,47.07,1020.166757
573.09,52.83,52.83,948.5387326
448.87,60.5,60.5,911.5526477
294.24,69.31,69.31,832.806007
139.73,78.69,78.69,712.4817982
23.39,87.73,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
9.17,89.1,0,0
108.27,81.11,81.11,700.6045978
256.82,71.65,71.65,815.7654954
412.15,62.59,62.59,895.2878562
558.92,54.5,54.5,962.4886433
633.1,48.09,48.09,947.8077667
693.57,44.26,44.26,968.4295282
654.09,43.77,43.77,905.7881021
609.97,46.73,46.73,889.8991793
484.37,52.52,52.52,796.0269035
306.67,60.23,60.23,617.639348
187.97,69.06,69.06,525.9518792
86.77,78.44,78.44,432.9969966
15.67,87.55,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
7.09,88.95,0,0
53.44,80.78,80.78,333.5294036
149.32,71.31,71.31,465.9731235
261.38,62.26,62.26,561.5519482
417.02,54.15,54.15,712.0449914
489.77,47.72,47.72,728.0072464
497.9,43.88,43.88,690.7668686
595.83,43.41,43.41,820.1887424
592.38,46.41,46.41,859.1528536
527.38,52.23,52.23,861.0380668
418.84,59.96,59.96,836.6685048
218.92,68.81,68.81,605.6517555
93.7,78.2,78.2,458.1995552
14.36,87.38,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
8.77,88.79,0,0
55.23,80.45,80.45,332.8948591
216.73,70.98,70.98,665.0236528
347.41,61.91,61.91,737.8234278
488.74,53.79,53.79,827.3261038
685.56,47.34,47.34,1011.678011
735.55,43.5,43.5,1014.028107
707.09,43.04,43.04,967.4536402
678.65,46.07,46.07,978.1933258
564.27,51.94,51.94,915.3000852
433.91,59.7,59.7,860.0321955
274.36,68.56,68.56,750.5881343
103.36,77.95,77.95,495.101659
17.28,87.19,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
10.48,88.62,0,0
97.66,80.12,80.12,569.1632355
230.7,70.65,70.65,696.2680938
390.16,61.58,61.58,819.7822942
536.84,53.44,53.44,901.2459508
699.62,46.98,46.98,1025.454451
711.62,43.12,43.12,974.9237845
737.36,42.68,42.68,1003.004453
712.76,45.74,45.74,1021.269814
611.11,51.64,51.64,984.7075412
477.22,59.43,59.43,938.3184458
313.74,68.32,68.32,849.2717135
138.79,77.72,77.72,652.548045
21.95,86.99,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
10.09,88.43,0,0
83.14,79.8,79.8,469.4927403
217.12,70.33,70.33,645.0342917
368.84,61.24,61.24,766.5931663
514.68,53.09,53.09,857.0004365
658.79,46.62,46.62,959.1693876
736.74,42.76,42.76,1003.454046
754.28,42.32,42.32,1020.129772
673.48,45.41,45.41,959.3339027
572.83,51.35,51.35,917.1716867
432.91,59.16,59.16,844.4677887
287.7,68.07,68.07,770.3356866
136.12,77.48,77.48,627.9165681
15.04,86.8,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
11.3,88.24,0,0
108.51,79.48,79.48,594.3189383
259.52,70,70,758.7857179
418.19,60.91,60.91,860.1495959
543.85,52.74,52.74,898.2828541
612.97,46.25,46.25,886.4185497
673.97,42.39,42.39,912.5299519
677.25,41.97,41.97,910.9004466
656.91,45.09,45.09,930.4737634
575.89,51.06,51.06,916.2836913
424.97,58.91,58.91,822.9730269
296.75,67.83,67.83,786.3927937
140.95,77.23,77.23,637.6735057
26.38,86.59,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
13.57,88.04,0,0
76.36,79.16,79.16,406.0254372
160.98,69.68,69.68,463.567938
272.35,60.58,60.58,554.4496255
441.98,52.4,52.4,724.3849925
484.94,45.89,45.89,696.7147117
644.16,42.02,42.02,867.075354
663.66,41.62,41.62,887.7607351
724.59,44.77,44.77,1020.636143
638.16,50.77,50.77,1009.052352
505.4,58.65,58.65,971.4288252
354.41,67.59,67.59,929.6445394
182.52,77,77,811.3765038
37.13,86.39,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
20.26,87.83,0,0
130.54,78.85,78.85,675.0501249
242.59,69.37,69.37,688.5272781
375.8,60.26,60.26,757.5620637
491.27,52.05,52.05,798.8473366
618.16,45.54,45.54,882.5673311
576.93,41.66,41.66,772.2234403
739.17,41.27,41.27,983.4493779
627.03,44.45,44.45,878.3632465
645.54,50.48,50.48,1014.445677
508.16,58.39,58.39,969.5220391
353.38,67.34,67.34,917.2461755
165.98,76.77,76.77,725.2449633
29.86,86.18,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
21.68,87.6,0,0
146.47,78.54,78.54,737.2016368
329.96,69.05,69.05,922.8279387
490.98,59.93,59.93,979.8871933
627.8,51.72,51.72,1013.389632
733.77,45.18,45.18,1040.982962
793.15,41.3,41.3,1055.753848
791.26,40.91,40.91,1047.001422
754.42,44.13,44.13,1051.072903
663.27,50.2,50.2,1036.181768
532.21,58.13,58.13,1007.985432
371.77,67.1,67.1,955.4025134
196.03,76.53,76.53,841.5609074
38.86,85.96,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
19.91,87.38,0,0
80.55,78.23,78.23,394.8848996
190.8,68.74,68.74,526.1986549
288.45,59.61,59.61,570.1908839
363.12,51.39,51.39,581.9081671
456.35,44.84,44.84,643.5816519
480.04,40.94,40.94,635.4810979
479.9,40.57,40.57,631.769947
511.23,43.82,43.82,708.5472415
496.43,49.92,49.92,771.025743
453.14,57.88,57.88,852.2567271
318.59,66.87,66.87,811.035768
155.62,76.3,76.3,657.0732063
31.59,85.73,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
17.55,87.14,0,0
41.12,77.92,77.92,196.4857723
78.95,68.44,68.44,214.8443388
75.24,59.3,59.3,147.3725271
249.51,51.05,51.05,396.9031888
110.05,44.48,44.48,154.2407295
156.99,40.59,40.59,206.7331135
224.03,40.23,40.23,293.4411727
234.2,43.51,43.51,322.9212512
308.73,49.65,49.65,476.8361641
328.27,57.63,57.63,613.1479689
208.02,66.63,66.63,524.4193294
117.88,76.07,76.07,489.6644669
28.27,85.51,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
19.51,86.89,0,0
42.38,77.62,77.62,197.6730817
116.91,68.13,68.13,313.8507334
219.76,58.98,58.98,426.4391899
299.5,50.73,50.73,473.1619956
454.21,44.14,44.14,632.9215487
432.84,40.23,40.23,566.9467357
519.8,39.89,39.89,677.4605992
435.12,43.2,43.2,596.8981155
401.63,49.38,49.38,616.9060047
316.13,57.38,57.38,586.4415302
220.38,66.4,66.4,550.4696704
126,75.84,75.84,515.0624587
42.01,85.27,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
28.53,86.64,0,0
153.8,77.33,77.33,701.2092445
326.77,67.83,67.83,865.9463292
491.8,58.68,58.68,946.1015624
633.23,50.41,50.41,993.6300534
728.97,43.8,43.8,1009.989151
777.44,39.88,39.88,1013.097642
779.69,39.55,39.55,1011.180311
749.05,42.89,42.89,1022.368174
660.34,49.1,49.1,1008.55176
524.3,57.13,57.13,966.0335891
353.29,66.16,66.16,874.0821871
178.95,75.61,75.61,720.060356
42.23,85.03,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
29.65,86.38,0,0
166.59,77.03,77.03,742.2445782
348.59,67.54,67.54,912.447665
515.48,58.38,58.38,983.209107
657.02,50.09,50.09,1024.059974
767.33,43.47,43.47,1057.314756
807.02,39.54,39.54,1046.473788
801.49,39.22,39.22,1034.549316
770.53,42.59,42.59,1046.609723
639.73,48.83,48.83,971.7977581
517.69,56.89,56.89,947.7194357
355.95,65.93,65.93,872.7421004
182.69,75.38,75.38,723.7909439
42.87,84.79,84.79,472.103322
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
32.87,86.12,0,0
176.62,76.74,76.74,770.0213144
352.8,67.24,67.24,911.9297388
516.2,58.07,58.07,976.0196716
656.33,49.77,49.77,1016.214843
752.62,43.13,43.13,1031.262602
809.8,39.2,39.2,1044.978075
809.53,38.89,38.89,1040.055442
748.91,42.29,42.29,1012.384551
664.09,48.56,48.56,1003.406617
522.52,56.65,56.65,950.464957
358.3,65.7,65.7,870.6865083
191.08,75.16,75.16,746.0545969
48.88,84.54,84.54,513.7108049
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
35.61,85.84,0,0
183.59,76.45,76.45,783.5887177
365.79,66.95,66.95,934.2477185
529.98,57.77,57.77,993.738706
667.59,49.46,49.46,1027.095111
773.25,42.8,42.8,1053.861969
816.95,38.86,38.86,1049.145443
829.67,38.56,38.56,1061.019006
763.24,41.99,41.99,1026.879366
674.84,48.3,48.3,1014.445591
546.8,56.41,56.41,988.3484622
387.7,65.48,65.48,934.1924349
215.46,74.94,74.94,829.2331649
60.66,84.29,84.29,609.6885714
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
39.8,85.56,0,0
190.7,76.17,76.17,797.7680581
374.98,66.67,66.67,946.856198
540,57.48,57.48,1004.475544
674.22,49.16,49.16,1030.997945
772.3,42.48,42.48,1047.167815
832.22,38.52,38.52,1063.688362
835.75,38.23,38.23,1063.927312
773.17,41.7,41.7,1035.53504
675.48,48.03,48.03,1010.076533
532.22,56.16,56.16,955.7250924
370.6,65.25,65.25,885.2057334
183.17,74.71,74.71,694.6027157
57.63,84.03,84.03,554.0934925
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
42.26,85.28,0,0
171.28,75.89,75.89,702.5883626
312.14,66.39,66.39,779.3583407
454.16,57.2,57.2,838.3849301
547.31,48.85,48.85,831.7369034
522.64,42.16,42.16,705.0570337
603.87,38.2,38.2,768.4223492
599.84,37.91,37.91,760.2757832
594.18,41.41,41.41,792.2446082
507.46,47.77,47.77,755.0270371
385.73,55.93,55.93,688.5510867
234.98,65.03,65.03,556.6351483
125.86,74.49,74.49,470.6690864
34.68,83.77,83.77,319.5727909
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
32.88,84.99,84.99,376.5046005
93.38,75.62,75.62,375.9989268
192.32,66.12,66.12,475.0724936
322.6,56.91,56.91,590.8903863
494.77,48.55,48.55,747.4248586
566.78,41.84,41.84,760.7678109
707.28,37.87,37.87,895.9652503
648.84,37.6,37.6,818.9429276
678.49,41.12,41.12,900.6497899
595.6,47.52,47.52,881.9355329
471.42,55.7,55.7,836.5540526
338.24,64.8,64.8,794.4021861
201.39,74.27,74.27,742.8501556
64.88,83.5,83.5,573.1286051
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
49.18,84.7,84.7,532.4205611
160.19,75.35,75.35,633.3779854
311.38,65.84,65.84,760.7880133
445.4,56.63,56.63,809.7540797
609.33,48.27,48.27,915.4305751
616.18,41.53,41.53,823.1002709
760.87,37.55,37.55,959.6986436
803.34,37.29,37.29,1009.754863
724.72,40.83,40.83,957.7972608
667.75,47.27,47.27,984.0918625
537.91,55.46,55.46,948.7259282
377.81,64.59,64.59,880.48555
211.74,74.05,74.05,770.5285265
66.57,83.23,83.23,564.7075035
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
39.59,84.4,84.4,405.7063286
115.73,75.09,75.09,449.7837006
210.17,65.58,65.58,508.366393
330.59,56.36,56.36,596.7620405
512.27,47.98,47.98,765.2788679
606.6,41.23,41.23,806.5739454
660.86,37.23,37.23,830.0037798
668.49,36.98,36.98,836.8201
636.82,40.55,40.55,838.0986791
530.14,47.01,47.01,777.4787751
430.15,55.23,55.23,754.2739221
279.59,64.37,64.37,646.3643544
139.05,73.84,73.84,499.6036466
39.67,82.95,82.95,323.2154834
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
18.04,84.1,84.1,175.4991224
37.34,74.82,74.82,142.5994685
64.91,65.32,65.32,155.4544667
109.52,56.09,56.09,196.3111131
136.26,47.69,47.69,202.4239794
173.52,40.92,40.92,229.637755
278.34,36.91,36.91,348.1078205
245.17,36.67,36.67,305.6645436
191.09,40.27,40.27,250.44335
127.06,46.77,46.77,185.5083604
109.53,55.01,55.01,191.0073407
74.5,64.16,64.16,170.9266269
71.57,73.63,73.63,253.9391954
18.74,82.67,82.67,146.8836841
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
52.62,83.8,83.8,487.2251289
136.04,74.56,74.56,510.9884331
209.39,65.06,65.06,496.5743898
329.95,55.83,55.83,587.4652498
325.36,47.41,47.41,480.7701641
232.35,40.62,40.62,306.1086972
238.12,36.6,36.6,296.605402
263.34,36.37,36.37,327.047393
488.79,39.99,39.99,637.9766067
420.03,46.52,46.52,610.4188169
359.59,54.78,54.78,623.5114913
255.74,63.94,63.94,582.1373636
136.8,73.41,73.41,479.1239526
40.55,82.39,82.39,306.2009167
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
57.22,83.49,83.49,504.6895776
151.22,74.31,74.31,559.1785177
298.37,64.81,64.81,701.0221431
439.96,55.57,55.57,778.1408094
545.01,47.13,47.13,801.0880286
564.12,40.34,40.34,740.104585
463.69,36.3,36.3,575.3489612
471.09,36.07,36.07,582.8170296
518.08,39.73,39.73,673.6491788
524.97,46.27,46.27,759.4383388
446.2,54.56,54.56,769.5092262
316.57,63.73,63.73,715.2479936
182.88,73.21,73.21,633.0991445
61.38,82.11,82.11,447.1425251
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
58.66,83.18,83.18,493.9765703
151.34,74.06,74.06,551.0675589
292.2,64.56,64.56,680.2219461
429.62,55.31,55.31,754.8634812
585.23,46.87,46.87,856.0299431
597.11,40.05,40.05,780.0432321
801.9,36,36,991.2029112
817.55,35.78,35.78,1007.743486
709.23,39.45,39.45,918.4783035
632.2,46.03,46.03,910.5814886
532.82,54.34,54.34,913.9685184
397.39,63.52,63.52,891.237983
241.72,73,73,826.755791
89.23,81.82,81.82,627.128551
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
52.07,82.87,82.87,419.509847
124.41,73.82,73.82,446.4646449
419.62,64.32,64.32,968.3288418
561.06,55.06,55.06,979.6439055
656.23,46.6,46.6,955.0894023
760.48,39.77,39.77,989.4114205
842.37,35.7,35.7,1037.294776
840.54,35.48,35.48,1032.200961
795.13,39.19,39.19,1025.90167
703.88,45.8,45.8,1009.631717
583.82,54.12,54.12,996.1276172
424.8,63.31,63.31,945.7589666
243.12,72.8,72.8,822.1622643
77.15,82.16,82.16,565.585932
7.61,89.38,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
27.47,82.55,82.55,211.8602503
71.02,73.59,73.59,251.390324
120.6,64.08,64.08,275.8994509
178.1,54.82,54.82,309.1224748
238.67,46.34,46.34,345.7094044
329.27,39.48,39.48,426.6003283
365.97,35.41,35.41,449.0282455
331,35.2,35.2,405.0689182
354.99,38.93,38.93,456.3356489
242.05,45.56,45.56,345.7057249
184.63,53.91,53.91,313.4340551
127.49,63.11,63.11,281.8834937
74.08,72.59,72.59,247.587514
17.63,81.95,81.95,125.8951015
6.31,89.3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
44.02,82.24,82.24,326.0164369
88.82,73.35,73.35,309.9908861
174.08,63.85,63.85,394.9876152
271.55,54.58,54.58,468.5405191
478.25,46.09,46.09,689.5904582
561.12,39.21,39.21,724.1807653
608.25,35.12,35.12,743.6283131
684.19,34.92,34.92,834.426782
660.66,38.67,38.67,846.1780393
599.12,45.33,45.33,852.2060921
462.41,53.7,53.7,781.080585
331.88,62.91,62.91,728.7826772
192.41,72.39,72.39,635.9899035
58.96,81.73,81.73,409.905398
7.54,89.2,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
28.61,81.93,81.93,203.7998413
82,73.12,73.12,282.4000846
108.84,63.62,63.62,244.9572158
212.18,54.34,54.34,363.9612632
238.34,45.84,45.84,342.1159285
298.08,38.95,38.95,383.2865803
415.48,34.84,34.84,506.2195656
294.22,34.64,34.64,357.6100513
331.57,38.41,38.41,423.1448858
355.23,45.1,45.1,503.2501871
333.06,53.48,53.48,559.6674935
240.98,62.7,62.7,525.4120442
152.06,72.19,72.19,497.1531586
66.1,81.53,81.53,448.769824
6.87,89.11,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
7.38,89.39,0,0
76.9,82.23,82.23,568.8004471
243.89,72.91,72.91,829.9149028
417.43,63.4,63.4,932.2647185
578.12,54.12,54.12,986.4021412
709.8,45.6,45.6,1014.48791
696.36,38.68,38.68,892.0274634
857.31,34.56,34.56,1041.015258
870.74,34.37,34.37,1054.919183
814.38,38.16,38.16,1035.726798
629.28,44.88,44.88,888.0782729
599.77,53.28,53.28,1003.119253
441.38,62.51,62.51,956.2086972
265.79,71.99,71.99,859.6527522
91.34,81.33,81.33,605.9310446
8.85,89.02,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
7.62,89.3,0,0
80.03,82.01,82.01,575.7543003
193.42,72.69,72.69,650.0605651
343.23,63.18,63.18,760.7231909
505.98,53.89,53.89,858.5574688
645.7,45.36,45.36,918.94973
737.31,38.42,38.42,941.0747062
747.42,34.29,34.29,904.6514687
814.55,34.1,34.1,983.6843596
750.37,37.91,37.91,951.0671836
664.2,44.66,44.66,933.7958656
537.11,53.08,53.08,894.1411651
365.79,62.31,62.31,787.1741621
208.92,71.8,71.8,668.8973522
68.52,81.12,81.12,443.881527
8.84,88.91,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
6.88,89.21,0,0
60.21,81.79,81.79,421.6336948
176.32,72.48,72.48,585.705443
297.52,62.97,62.97,654.671446
406.2,53.67,53.67,685.6447453
570.7,45.12,45.12,808.787373
657.73,38.17,38.17,836.6144038
786.46,34.02,34.02,948.865634
831.88,33.84,33.84,1001.545999
783.68,37.67,37.67,990.0654631
714.21,44.44,44.44,1000.316466
581.05,52.88,52.88,962.8220921
426.05,62.12,62.12,911.1005124
254.66,71.6,71.6,806.7821225
94.8,80.93,80.93,601.3662549
9.79,88.8,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
6.84,89.11,0,0
60.21,81.58,81.58,411.1908914
216.29,72.27,72.27,710.2377405
382.92,62.77,62.77,836.8673383
538.2,53.46,53.46,903.9546661
667.96,44.9,44.9,942.9936937
753.33,37.92,37.92,954.9486882
801.12,33.76,33.76,963.6112219
788.65,33.57,33.57,946.5190834
748.41,37.44,37.44,942.5932622
590.84,44.22,44.22,824.4272849
457.59,52.67,52.67,754.5949179
302.5,61.92,61.92,642.6544996
173.61,71.41,71.41,544.5838416
57.38,80.73,80.73,356.2048496
9.36,88.7,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
6.51,89.01,0,0
19.05,81.37,81.37,126.9551133
95.16,72.06,72.06,308.9400942
142.74,62.56,62.56,309.7525273
228.27,53.25,53.25,381.5153176
270.32,44.68,44.68,380.1728647
207.39,37.69,37.69,262.0776842
194.65,33.5,33.5,233.4252422
180.05,33.32,33.32,215.4698715
138.69,37.2,37.2,174.1177536
112.93,44.01,44.01,157.0176412
98.45,52.48,52.48,161.6482839
82.27,61.73,61.73,173.7020438
47.02,71.23,71.23,146.1292288
17.29,80.53,80.53,105.0864738
6.23,88.58,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
9.25,88.91,0,0
76.09,81.16,81.16,495.133543
196.09,71.87,71.87,630.1617493
340.04,62.37,62.37,733.2241024
437.54,53.05,53.05,727.8772336
603.73,44.47,44.47,846.0136274
541.99,37.45,37.45,682.7065503
755.09,33.25,33.25,902.9086452
619.83,33.07,33.07,739.6499307
750.05,36.97,36.97,938.7940685
659.31,43.8,43.8,913.4751048
519.16,52.28,52.28,848.5735393
391.09,61.55,61.55,820.942153
239.45,71.04,71.04,736.9779006
93.63,80.34,80.34,557.9817478
12.48,88.46,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
11.27,88.8,0,0
112.36,80.97,80.97,715.8895027
282.95,71.68,71.68,900.1862284
430.34,62.18,62.18,922.1003897
604.16,52.86,52.86,1000.654793
746.59,44.26,44.26,1042.461181
770.88,37.22,37.22,968.0544729
876.84,33,33,1045.51183
871.05,32.82,32.82,1036.498527
801.55,36.74,36.74,1000.239309
722.77,43.59,43.59,997.8983459
604.66,52.09,52.09,984.1104365
438.03,61.37,61.37,914.178495
253.34,70.85,70.85,772.2782229
98.77,80.16,80.16,577.9491015
12.57,88.34,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
9.09,88.7,0,0
84.12,80.78,80.78,525.0092333
242.31,71.49,71.49,763.2528234
401.27,61.99,61.99,854.4464985
558.11,52.66,52.66,920.1482004
679.54,44.05,44.05,945.4688944
637.75,37,37,798.549516
741.52,32.76,32.76,881.7703516
588.3,32.58,32.58,698.1625751
600.93,36.52,36.52,747.7516502
502.98,43.39,43.39,692.1477252
454.13,51.91,51.91,736.1502508
347.52,61.19,61.19,721.1355727
205.43,70.67,70.67,620.6184655
86.95,79.97,79.97,499.2426728
13.95,88.22,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
12.98,88.59,0,0
89.34,80.59,80.59,546.4282043
277.12,71.31,71.31,864.7901955
450.22,61.81,61.81,953.0544352
619.55,52.48,52.48,1017.259465
721.76,43.85,43.85,1000.837621
774,36.78,36.78,966.3640139
717.79,32.52,32.52,851.2650971
803.27,32.34,32.34,950.7407486
727.87,36.3,36.3,903.1448778
726.62,43.19,43.19,996.6148229
610.02,51.72,51.72,984.689301
466.01,61.01,61.01,961.525441
248.8,70.49,70.49,744.9740241
110.83,79.78,79.78,624.6467636
16.45,88.09,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
14.07,88.47,0,0
119.02,80.41,80.41,714.4201047
284.22,71.14,71.14,879.2389164
456.31,61.64,61.64,960.6324428
614.44,52.3,52.3,1004.763419
744.38,43.66,43.66,1028.931818
835.55,36.57,36.57,1040.36765
862.89,32.3,32.3,1020.855274
884.1,32.11,32.11,1043.765716
822.56,36.09,36.09,1017.903013
737.05,42.99,42.99,1007.624725
610.26,51.54,51.54,981.1756889
449.33,60.83,60.83,921.8868822
275.42,70.32,70.32,817.8364417
70.53,79.6,79.6,390.706481
15.1,87.96,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
