ALLSKY_SFC_SW_DWN (Wh/m^2),Solar Zenith Angle (Degrees) ,Solar Zenith Angle (Degrees) REMOVED IF >85º,optimiced_moving_solar_ALLSKY_SFC_SW_DWN (Wh/m^2)
330.6,66.16,66.16,817.9443829
175.47,75.39,75.39,695.651825
52.22,83.79,83.79,482.7458296
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
20.86,86.43,0,0
80.26,78.04,78.04,387.3014456
188.48,68.95,68.95,524.7471461
342.53,59.51,59.51,675.0849813
418.3,50.07,50.07,651.7086518
471.87,41.11,41.11,626.2802405
553.37,33.43,33.43,663.0683471
591.75,28.41,28.41,672.7753284
601.35,27.68,27.68,679.0650325
604.75,31.58,31.58,709.8756331
564.82,38.63,38.63,723.0217013
471.81,47.32,47.32,695.9844313
273.29,56.68,56.68,497.5109558
166.16,66.16,66.16,411.0999355
100.49,75.39,75.39,398.3931834
47.38,83.79,83.79,438.0026313
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
17.48,86.49,0,0
61.67,78.1,78.1,299.072494
108.45,69.02,69.02,302.897386
168.47,59.57,59.57,332.625642
246.25,50.13,50.13,384.1366871
279.09,41.17,41.17,370.7557697
604.55,33.49,33.49,724.895619
674.01,28.46,28.46,766.6609635
736.45,27.72,27.72,831.9294523
606.24,31.59,31.59,711.7010134
506.8,38.64,38.64,648.841258
398.97,47.32,47.32,588.5354455
296.59,56.67,56.67,539.7841518
187.66,66.16,66.16,464.2935357
84.91,75.39,75.39,336.6261837
26.28,83.8,83.8,243.334785
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
4.23,86.55,0,0
112.71,78.16,78.16,549.3242051
262.9,69.08,69.08,736.2824135
402.91,59.64,59.64,797.1604576
549.77,50.2,50.2,858.8684103
594.35,41.23,41.23,790.2855662
742.61,33.55,33.55,891.0566002
840.44,28.52,28.52,956.5122886
854.34,27.76,27.76,965.4580865
787.22,31.62,31.62,924.4619439
729.72,38.66,38.66,934.5000656
634.19,47.32,47.32,935.5171922
477.09,56.68,56.68,868.5187965
322.59,66.16,66.16,798.1266742
182.47,75.4,75.4,723.8880651
55.3,83.82,83.82,513.6907169
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
30.66,86.62,0,0
100.64,78.23,78.23,493.3732625
212.77,69.15,69.15,597.7984826
338.01,59.71,59.71,670.1535759
455.59,50.27,50.27,712.7831123
545.59,41.31,41.31,726.3406472
594.34,33.62,33.62,713.7264339
579.78,28.58,28.58,660.2288776
662.14,27.81,27.81,748.6041017
556.55,31.65,31.65,653.7883722
608.41,38.67,38.67,779.2558667
514.66,47.34,47.34,759.4815992
398.23,56.69,56.69,725.1505967
243.07,66.18,66.18,601.8600495
134.76,75.41,75.41,534.9732249
38.47,83.84,83.84,358.5098477
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
17.31,86.69,0,0
38.06,78.31,78.31,187.8426559
84.55,69.23,69.23,238.4259498
120.05,59.79,59.79,238.5869847
171.07,50.34,50.34,268.0379498
191.88,41.38,41.38,255.723436
276.16,33.7,33.7,331.9413807
320.62,28.65,28.65,365.3518944
262.25,27.87,27.87,296.6593668
227.58,31.69,31.69,267.4571029
287.63,38.7,38.7,368.5530411
219.8,47.35,47.35,324.4193878
149.35,56.7,56.7,272.0287666
117.66,66.2,66.2,291.5657822
65.49,75.44,75.44,260.5077128
16.37,83.88,83.88,153.5486611
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
27.03,86.76,0,0
103.38,78.39,78.39,513.6922839
232.17,69.3,69.3,656.8218477
344.21,59.87,59.87,685.7269301
430.59,50.42,50.42,675.8010312
492.75,41.47,41.47,657.6115216
628.53,33.78,33.78,756.1912664
680.19,28.73,28.73,775.6804532
679.94,27.93,27.93,769.580331
620.27,31.73,31.73,729.269666
564.98,38.73,38.73,724.2377673
490.3,47.38,47.38,724.0824043
338.55,56.73,56.73,617.1330405
231.49,66.21,66.21,573.8677836
109.79,75.46,75.46,437.3130738
35.92,83.91,83.91,338.578775
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
26.88,86.84,0,0
113.56,78.48,78.48,568.624561
253.89,69.39,69.39,721.2681305
403.58,59.95,59.95,805.9421259
550.91,50.51,50.51,866.2875998
648.71,41.55,41.55,866.8222497
809.41,33.87,33.87,974.835481
747,28.81,28.81,852.5231065
764.3,28,28,865.6232897
681.46,31.78,31.78,801.6454202
622.36,38.77,38.77,798.2393002
531.84,47.41,47.41,785.87658
423.86,56.75,56.75,773.0534998
285.64,66.24,66.24,708.9487153
168.46,75.49,75.49,672.3635599
53.91,83.96,83.96,512.3416995
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
27.77,86.91,0,0
110.23,78.56,78.56,555.7582066
246.85,69.48,69.48,704.2106458
390.88,60.04,60.04,782.7066392
534.97,50.59,50.59,842.6510949
617.05,41.64,41.64,825.6678666
693.23,33.96,33.96,835.7931007
748.44,28.9,28.9,854.9061406
712.3,28.08,28.08,807.3298007
655.19,31.84,31.84,771.2431152
602.26,38.8,38.8,772.7841156
456.7,47.44,47.44,675.230216
329.02,56.78,56.78,600.5600647
202.18,66.27,66.27,502.4014764
89.88,75.52,75.52,359.4595511
28.5,84.02,84.02,273.5615615
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
15.86,87,0,0
38.78,78.66,78.66,197.2225144
85.86,69.57,69.57,245.9729597
149.41,60.13,60.13,299.9997398
192.65,50.69,50.69,304.0965394
256.04,41.73,41.73,343.0838953
311.61,34.05,34.05,376.0910927
330.71,28.99,28.99,378.0820519
339.52,28.16,28.16,385.103491
229.91,31.91,31.91,270.8394006
184.05,38.86,38.86,236.3611222
171.76,47.48,47.48,254.1401628
130.79,56.82,56.82,238.9857586
82.18,66.31,66.31,204.5357471
41.86,75.57,75.57,167.979549
30.06,84.07,84.07,290.9594997
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
22.19,87.09,0,0
69.18,78.76,78.76,354.9164033
160.34,69.66,69.66,461.2901538
276.24,60.23,60.23,556.3527358
422.24,50.79,50.79,667.9273655
603.45,41.84,41.84,809.9885943
750.32,34.16,34.16,906.7609441
787.68,29.09,29.09,901.3830841
885.28,28.25,28.25,1004.982754
835.98,31.98,31.98,985.554652
740.91,38.91,38.91,952.1630482
623.66,47.52,47.52,923.4854171
480.97,56.86,56.86,879.7909845
345.49,66.36,66.36,861.5954015
183.82,75.62,75.62,740.1598063
51.62,84.14,84.14,505.5922785
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
26.96,87.17,0,0
109.2,78.86,78.86,565.1969393
258.8,69.77,69.77,748.4321126
431.33,60.33,60.33,871.3670725
570.98,50.89,50.89,905.151907
614.36,41.94,41.94,825.9246117
689.61,34.27,34.27,834.4816539
753.8,29.2,29.2,863.5364136
703.23,28.34,28.34,798.992292
616.93,32.05,32.05,727.8677168
607.16,38.98,38.98,781.0482083
537.98,47.58,47.58,797.5271398
424.36,56.91,56.91,777.2791207
290.6,66.41,66.41,726.1567258
152.88,75.67,75.67,617.6811114
48.38,84.22,84.22,480.3939485
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
24.59,87.27,0,0
131.72,78.96,78.96,687.8535378
272.4,69.88,69.88,791.8892876
433.63,60.43,60.43,878.7068573
590.24,50.99,50.99,937.6985558
674.3,42.05,42.05,908.0740151
601.98,34.38,34.38,729.3980681
739.27,29.32,29.32,847.8854948
808.8,28.45,28.45,919.8924934
747.74,32.14,32.14,883.0698039
679.22,39.04,39.04,874.4874246
567.74,47.64,47.64,842.6108935
432.02,56.97,56.97,792.5836869
272.25,66.46,66.46,681.6659031
139.1,75.73,75.73,564.3194253
36.68,84.3,84.3,369.3122475
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
13.96,87.36,0,0
28.27,79.08,79.08,149.2307256
66.02,69.98,69.98,192.8446305
111.6,60.54,60.54,226.9142148
181.59,51.1,51.1,289.1730617
250.13,42.16,42.16,337.4328713
273.78,34.5,34.5,332.206407
494.1,29.44,29.44,567.3630953
545.52,28.56,28.56,621.0969732
485.06,32.23,32.23,573.4152395
408.49,39.12,39.12,526.5225555
344.23,47.7,47.7,511.4763739
225.09,57.03,57.03,413.6164441
140.06,66.52,66.52,351.5306981
64.02,75.8,75.8,260.9786891
28.49,84.38,84.38,290.9212147
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
18.13,87.45,0,0
53.98,79.19,79.19,287.8123572
91.34,70.09,70.09,268.2181809
143.42,60.65,60.65,292.6083109
205.2,51.21,51.21,327.5507632
243.25,42.27,42.27,328.7235982
310.97,34.62,34.62,377.8777513
342.01,29.56,29.56,393.1874544
400.84,28.68,28.68,456.8947023
369.52,32.33,32.33,437.3111263
317.5,39.2,39.2,409.7067656
268.59,47.77,47.77,399.6230479
192.38,57.09,57.09,354.0816682
101.71,66.59,66.59,255.9978251
61.87,75.87,75.87,253.4380216
22.03,84.48,84.48,229.0182543
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
16.1,87.55,0,0
95.66,79.3,79.3,515.2245588
236.48,70.21,70.21,698.4594483
397.6,60.76,60.76,813.9718934
559.29,51.33,51.33,895.1018275
699.2,42.4,42.4,946.8412801
786.26,34.75,34.75,956.9316986
784.34,29.7,29.7,902.9605615
617.59,28.8,28.8,704.7646835
681.98,32.43,32.43,807.98794
657.52,39.28,39.28,849.4418193
554.93,47.85,47.85,826.9283507
415.88,57.16,57.16,766.8890056
280.86,66.66,66.66,708.9083733
154.16,75.95,75.95,635.0081279
49.27,84.58,84.58,521.6195019
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
19.92,87.65,0,0
128.92,79.43,79.43,702.8038933
283.27,70.33,70.33,841.5570368
446.66,60.88,60.88,917.8441442
599.04,51.45,51.45,961.2364305
725.27,42.52,42.52,984.0287596
830.3,34.88,34.88,1012.127066
819.11,29.83,29.83,944.213448
764.98,28.93,28.93,874.0517253
779.97,32.55,32.55,925.3166672
740.87,39.38,39.38,958.4903578
632.85,47.93,47.93,944.4986287
491.38,57.24,57.24,908.0774375
329.7,66.74,66.74,834.8860101
179.91,76.02,76.02,744.7124307
53.37,84.68,84.68,575.615421
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
20.19,87.74,0,0
118.51,79.55,79.55,653.388995
248.51,70.45,70.45,742.6425865
429.44,61,61,885.7910034
595.65,51.57,51.57,958.3175914
712.69,42.65,42.65,968.9790193
802.66,35.02,35.02,980.1065473
868.34,29.98,29.98,1002.470695
837.3,29.07,29.07,957.9798353
796.4,32.66,32.66,945.969357
717.91,39.48,39.48,930.120089
610.91,48.02,48.02,913.3448074
476.1,57.33,57.33,881.9939314
328.18,66.83,66.83,834.0860612
179.77,76.12,76.12,749.3876843
29.91,84.79,84.79,329.3820938
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
17.38,87.84,0,0
107.52,79.69,79.69,600.7578778
259.98,70.58,70.58,781.9174102
419.26,61.12,61.12,868.0748962
555.61,51.7,51.7,896.4646616
677.97,42.78,42.78,923.7063923
772.74,35.16,35.16,945.1932207
767.79,30.12,30.12,887.6428097
776.32,29.21,29.21,889.4215923
702.08,32.79,32.79,835.1522027
648.56,39.59,39.59,841.6031604
510.03,48.12,48.12,764.0066755
352.46,57.42,57.42,654.5501645
216.74,66.91,66.91,552.6592248
98.22,76.21,76.21,412.0589388
27.25,84.91,84.91,307.1445074
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
15.15,87.95,0,0
63.13,79.82,79.82,357.1889688
146.72,70.7,70.7,443.9141025
265,61.25,61.25,550.9484153
407.99,51.83,51.83,660.1813725
531.36,42.91,42.91,725.4813365
581.3,35.3,35.3,712.2573535
566.72,30.27,30.27,656.1844487
512.09,29.36,29.36,587.5581321
437.84,32.91,32.91,521.5329787
392.38,39.7,39.7,509.9820989
236.34,48.22,48.22,354.7198827
181.78,57.52,57.52,338.506979
89.46,67.02,67.02,229.1438452
71.48,76.31,76.31,302.0257335
17.38,85.03,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
12.31,88.05,0,0
59.93,79.95,79.95,343.423599
134.54,70.84,70.84,409.9238905
245.35,61.38,61.38,512.2147587
323.14,51.96,51.96,524.3979067
392.35,43.05,43.05,536.908055
692.95,35.45,35.45,850.6399629
443.09,30.44,30.44,513.9300212
489.02,29.52,29.52,561.9732584
413.69,33.05,33.05,493.54866
379.45,39.81,39.81,493.9650272
299.09,48.32,48.32,449.7799002
204.59,57.62,57.62,382.0313
111.42,67.12,67.12,286.5723257
47.71,76.42,76.42,203.1917671
23.69,85.16,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
8.58,88.14,0,0
57.01,80.09,80.09,331.2589091
124.94,70.98,70.98,383.3712692
205.26,61.52,61.52,430.4480522
299.04,52.1,52.1,486.8097098
358.62,43.2,43.2,491.9553277
460.76,35.61,35.61,566.7410606
518.58,30.6,30.6,602.4801668
575.27,29.68,29.68,662.1398256
757.09,33.2,33.2,904.7828496
733.75,39.94,39.94,957.0022027
570,48.44,48.44,859.2049628
416.14,57.73,57.73,779.4201931
308.73,67.23,67.23,797.6842339
150.38,76.53,76.53,645.5844986
38.61,85.29,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
14.4,88.24,0,0
104.5,80.24,80.24,616.4409342
226.03,71.12,71.12,698.5135174
381.58,61.66,61.66,803.8292885
549.09,52.24,52.24,896.6853476
677.43,43.35,43.35,931.592725
754.12,35.77,35.77,929.4403397
785.15,30.77,30.77,913.7855212
798.16,29.84,29.84,920.1558354
690.6,33.35,33.35,826.7411814
678.81,40.07,40.07,887.0335295
564.1,48.55,48.55,852.1583013
431.22,57.84,57.84,810.129315
286.74,67.34,67.34,744.2729311
152.3,76.65,76.65,659.5960161
40.88,85.42,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
14.84,88.34,0,0
100.28,80.38,80.38,600.073313
228.91,71.26,71.26,712.50666
384.05,61.8,61.8,812.7169154
501.18,52.38,52.38,821.0389799
604.09,43.5,43.5,832.7975514
728.56,35.93,35.93,899.7517025
743.79,30.95,30.95,867.2758289
726.99,30.02,30.02,839.6250079
783.93,33.51,33.51,940.2013584
749.27,40.2,40.2,980.9817961
647.02,48.68,48.68,979.9415521
500.88,57.96,57.96,944.1459762
336.15,67.46,67.46,876.9244924
161.02,76.77,76.77,703.5723822
33.66,85.56,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
9.36,88.44,0,0
56.19,80.54,80.54,341.873564
112.02,71.4,71.4,351.2046732
168.95,61.95,61.95,359.2831681
237.09,52.53,52.53,389.7289055
303.5,43.66,43.66,419.5179972
313.03,36.1,36.1,387.4182168
337.96,31.12,31.12,394.7730865
379.04,30.2,30.2,438.5642149
349.96,33.67,33.67,420.5014151
351.71,40.35,40.35,461.49893
290.93,48.81,48.81,441.7681405
206.09,58.09,58.09,389.8888828
125.53,67.59,67.59,329.274792
80.94,76.91,76.91,357.3804783
32.51,85.7,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
11.83,88.54,0,0
92.79,80.69,80.69,573.5706597
254.77,71.55,71.55,805.0190896
427.87,62.09,62.09,914.0879655
581.52,52.68,52.68,959.182876
704.3,43.81,43.81,975.9721892
808.12,36.27,36.27,1002.334113
840.21,31.31,31.31,983.4285208
840.38,30.38,30.38,974.1387414
841.78,33.84,33.84,1013.465153
762.76,40.5,40.5,1003.09576
623.6,48.95,48.95,949.5713254
438.82,58.21,58.21,832.9798626
269.33,67.72,67.72,710.3836228
109.39,77.05,77.05,488.1288385
28.11,85.85,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
11.17,88.63,0,0
77.7,80.84,80.84,488.0898609
169.62,71.7,71.7,540.2040615
323.63,62.24,62.24,694.8294519
576.27,52.84,52.84,954.0216672
699.35,43.98,43.98,971.8833554
781.59,36.45,36.45,971.6728923
793.79,31.51,31.51,931.078494
843.44,30.58,30.58,979.6965219
819.25,34.02,34.02,988.4268375
715.81,40.66,40.66,943.6066443
608.95,49.09,49.09,929.8753432
459.8,58.35,58.35,876.261878
306.1,67.85,67.85,811.8659881
132.44,77.19,77.19,597.3334952
29.3,86,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
10.48,88.73,0,0
83.44,81.01,81.01,533.9747224
235.23,71.86,71.86,755.5407145
408.8,62.39,62.39,882.0787199
516.09,52.99,52.99,857.3572984
689.43,44.14,44.14,960.6902168
778.79,36.63,36.63,970.4485615
824.77,31.7,31.7,969.3926077
822.11,30.77,30.77,956.800885
807.34,34.2,34.2,976.1322235
729.43,40.82,40.82,963.8766945
602.09,49.24,49.24,922.1893277
466.75,58.49,58.49,893.0495518
320.46,67.99,67.99,855.0880754
160.84,77.34,77.34,733.8759709
34.18,86.16,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
8.62,88.82,0,0
54.16,81.17,81.17,352.8264049
165.21,72.02,72.02,535.2058024
304.54,62.55,62.55,660.6440983
433.21,53.15,53.15,722.3511872
573.37,44.31,44.31,801.2763781
632.73,36.81,36.81,790.2932959
721.2,31.91,31.91,849.5906037
587.24,30.98,30.98,684.9501765
592.55,34.38,34.38,717.9720676
473.78,40.99,40.99,627.6694361
373.09,49.4,49.4,573.3017537
282.22,58.64,58.64,542.299418
169.4,68.15,68.15,455.1586134
68.52,77.48,77.48,316.0802472
18.8,86.3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
7.97,88.91,0,0
49.6,81.34,81.34,329.4133925
125.92,72.17,72.17,411.2428185
215.15,62.7,62.7,469.0945361
314.65,53.31,53.31,526.6239216
448.39,44.48,44.48,628.441624
483.98,37,37,606.0086158
542.31,32.11,32.11,640.2495031
530.27,31.19,31.19,619.8692051
531.63,34.58,34.58,645.7035124
557.29,41.16,41.16,740.2162547
486.95,49.55,49.55,750.5577104
385.55,58.8,58.8,744.266212
259.3,68.3,68.3,701.2908021
117.25,77.65,77.65,548.1970699
26.43,86.46,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
7.09,89,0,0
32.39,81.5,81.5,219.1335433
61.9,72.34,72.34,204.0426797
90.13,62.87,62.87,197.6487587
146.57,53.48,53.48,246.2933541
207.9,44.66,44.66,292.2856978
218.53,37.2,37.2,274.3525322
216.04,32.32,32.32,255.6458707
194.68,31.4,31.4,228.0825003
145.73,34.78,34.78,177.427757
98.46,41.34,41.34,131.1395614
108.7,49.73,49.73,168.164637
97.41,58.96,58.96,188.9121998
128.67,68.46,68.46,350.4555569
53.48,77.81,77.81,253.2746187
21.19,86.62,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
8.53,89.09,0,0
89.36,81.67,81.67,616.8105914
193.55,72.5,72.5,643.6523683
355.45,63.03,63.03,783.7514055
506.18,53.64,53.64,853.7980551
608.25,44.84,44.84,857.8033084
726.28,37.39,37.39,914.1109567
735.6,32.54,32.54,872.5811642
687.59,31.62,31.62,807.4627017
721.69,34.98,34.98,880.8055814
591.64,41.53,41.53,790.3194591
487.48,49.9,49.9,756.8112354
345.3,59.12,59.12,672.7824342
192.35,68.62,68.62,527.6342618
87.16,77.98,77.98,418.5291517
17.07,86.78,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
5.4,89.16,0,0
26.88,81.85,81.85,189.6093822
68.7,72.66,72.66,230.504928
153.52,63.2,63.2,340.4915662
198.07,53.81,53.81,335.44759
292.39,45.02,45.02,413.6463185
396.25,37.59,37.59,500.0655469
416.63,32.76,32.76,495.4309817
418.75,31.85,31.85,492.976185
264.7,35.2,35.2,323.9327573
220.62,41.73,41.73,295.6224378
327.55,50.08,50.08,510.4271886
346.95,59.3,59.3,679.5706841
213.79,68.8,68.8,591.1932365
91.84,78.16,78.16,447.6083311
21.09,86.94,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
7.87,89.25,0,0
82.95,82.02,82.02,597.5044251
186.35,72.84,72.84,631.6069872
341.95,63.37,63.37,762.8943459
477.66,53.98,53.98,812.2535342
588.34,45.2,45.2,834.9580416
642.72,37.8,37.8,813.4100144
717.21,32.98,32.98,854.9811171
708.14,32.08,32.08,835.753389
716.56,35.41,35.41,879.1859431
637.27,41.92,41.92,856.4554679
530.74,50.26,50.26,830.1830311
386.82,59.48,59.48,761.6979512
285.13,68.98,68.98,794.911964
148.77,78.34,78.34,736.107549
28.55,87.1,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
7.8,89.32,0,0
46.45,82.2,82.2,342.2599129
235.54,73.01,73.01,806.0784941
392.95,63.53,63.53,881.5891588
545.63,54.16,54.16,931.8665367
671.93,45.39,45.39,956.7872781
759.45,38.01,38.01,963.8873339
825.53,33.21,33.21,986.6868063
806.32,32.31,32.31,954.0345439
799.7,35.64,35.64,984.0110032
712.22,42.13,42.13,960.3509639
600.64,50.45,50.45,943.2881491
426.77,59.66,59.66,844.8711746
270.98,69.16,69.16,761.6943313
123.1,78.53,78.53,619.0445882
21.59,87.26,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
7.27,89.4,0,0
80.44,82.38,82.38,606.6256049
240.38,73.19,73.19,831.1927178
410.32,63.71,63.71,926.408592
564.69,54.34,54.34,968.6364676
692.89,45.59,45.59,990.1426881
789.89,38.22,38.22,1005.408348
840.83,33.45,33.45,1007.745798
858.62,32.55,32.55,1018.62302
818.37,35.87,35.87,1009.898761
738.02,42.34,42.34,998.4562723
621.27,50.65,50.65,979.8346902
474.69,59.85,59.85,945.0976997
308.72,69.35,69.35,875.4080923
139.28,78.73,78.73,712.6751166
23.38,87.41,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
75.85,82.03,82.03,547.0428794
220.04,73.36,73.36,768.4105646
384.65,63.88,63.88,873.7029331
537.15,54.52,54.52,925.4525442
665.02,45.77,45.77,953.3784972
776.59,38.44,38.44,991.4847859
818.61,33.69,33.69,983.8460035
751.55,32.8,32.8,894.099286
662.25,36.1,36.1,819.6265983
505.84,42.55,42.55,686.6412219
322.7,50.85,50.85,511.1246871
212.21,60.05,60.05,425.0626437
116.88,69.54,69.54,334.3695362
65.17,78.92,78.92,339.1101936
16.84,87.58,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
41.75,82.28,82.28,310.7969082
173.51,73.54,73.54,612.3610902
286.02,64.06,64.06,653.8650792
404.17,54.7,54.7,699.4283418
535.45,45.98,45.98,770.5320732
576.77,38.66,38.66,738.6279708
728.97,33.93,33.93,878.5733499
799.43,33.05,33.05,953.7518558
715.12,36.34,36.34,887.780107
563.27,42.78,42.78,767.4323342
524.27,51.05,51.05,833.9723249
396.84,60.24,60.24,799.4874361
233.56,69.74,69.74,674.4815247
102.52,79.12,79.12,543.1446542
18.93,87.73,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
73.56,82.54,82.54,566.5696136
175.35,73.72,73.72,625.5090921
318.14,64.24,64.24,732.0253218
457.42,54.89,54.89,795.3082864
567.16,46.17,46.17,818.9787844
602.09,38.88,38.88,773.4350126
798.59,34.17,34.17,965.2095179
778.99,33.31,33.31,932.1278643
753.4,36.59,36.59,938.3233325
615.42,43.01,43.01,841.6176561
502.91,51.27,51.27,803.8184816
349.25,60.45,60.45,708.155127
205.14,69.95,69.95,598.3548314
81.87,79.34,79.34,442.5870073
13.5,87.88,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
68.11,82.79,82.79,542.6815392
215.87,73.91,73.91,778.900836
390.8,64.42,64.42,905.1095817
543.81,55.08,55.08,949.9990928
679.62,46.38,46.38,985.1388647
761.15,39.1,39.1,980.8047471
780.98,34.43,34.43,946.8518
780.43,33.58,33.58,936.7621511
710.55,36.84,36.84,887.8401564
610.25,43.24,43.24,837.691036
529.87,51.49,51.49,850.9900642
402.4,60.66,60.66,821.2393196
251.94,70.16,70.16,742.3215587
111.19,79.55,79.55,613.0311565
16.82,88.04,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
47.04,83.03,83.03,387.64024
202.82,74.09,74.09,739.8758538
364.49,64.61,64.61,850.0679948
499.38,55.27,55.27,876.5513525
636.86,46.59,46.59,926.7269166
709.98,39.34,39.34,918.0010147
770.7,34.68,34.68,937.2005047
725.38,33.84,33.84,873.324803
651.31,37.1,37.1,816.6037159
608.29,43.48,43.48,838.3100249
544.88,51.72,51.72,879.5408451
401.34,60.88,60.88,824.7158215
259.91,70.38,70.38,774.0475865
122.71,79.77,79.77,690.9345305
16.12,88.19,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
54.48,83.28,83.28,465.5717392
162.31,74.28,74.28,599.0703231
309.84,64.8,64.8,727.7009618
462.09,55.46,55.46,815.0002122
606.45,46.79,46.79,885.7495867
728.33,39.57,39.57,944.8439216
755.53,34.95,34.95,921.7689326
778.02,34.12,34.12,939.7913799
749.89,37.37,37.37,943.5753149
